GeneCluster	X1	X2	p.value
NHLH1	1	0.353	-0.388	0.000472799482588845
SLAMF6	1	0.255	-0.297	0.00866733043614654
CD84	1	0.318	-0.302	0.00359770537520614
SLAMF1	1	0.283	-0.317	0.004155324916858
CD48	1	0.276	-0.348	0.00298223054429831
LY9	1	0.321	-0.294	0.00422265577954283
ITLN2	2	-0.272	0.238	0.0159430725795538
F11R	2	-0.493	0.463	3.23315153286362e-06
USF1	1	0.335	-0.227	0.0153162317611478
ARHGAP30	1	0.29	-0.322	0.00369196996601559
PVRL4	1	0.702	-0.294	0.0168145067568192
PFDN2	1	0.509	-0.197	0.0115581871971649
UFC1	1	0.413	-0.177	0.0111000192424556
B4GALT3	2	-0.413	0.47	4.61414323041231e-05
PPOX	2	-0.142	0.373	0.0339864365145732
ADAMTS4	1	0.515	-0.429	5.78358183879047e-05
NDUFS2	1	0.46	-0.204	0.0062773342473175
FCER1G	1	0.265	-0.282	0.010510782124488
NR1I3	2	-0.249	0.19	0.0394133225089246
MPZ	2	-0.406	0.43	7.73524613092759e-05
SDHC	1	0.739	-0.431	1.25186062430011e-05
FCGR2C	2	-0.223	0.293	0.0209119632251342
FCGR3A	1	0.348	-0.4	0.000302639139541251
FCGR3B	1	0.358	-0.279	0.00834041199155602
RPL31P11	2	-0.334	0.331	0.00212011206168016
FCRLB	2	-0.236	0.454	0.00258151505072133
DUSP12	2	-0.252	0.291	0.0105761951259952
ATF6	1	0.397	-0.232	0.00822738010260957
OLFML2B	1	0.446	-0.327	0.000620165270695336
SH2D1B	1	0.32	-0.243	0.0226925003443505
UAP1	1	0.432	-0.1	0.0375002379491384
RGS5	1	0.447	-0.351	0.000270515892225847
NUF2	1	0.447	-0.239	0.0146697087359092
PBX1	2	-0.205	0.357	0.025653373675672
LRRC52	1	0.217	-0.278	0.0191709048425404
ALDH9A1	2	-0.334	0.521	9.13236979710185e-05
TMCO1	1	0.858	-0.606	7.02383577277189e-10
UCK2	1	0.612	-0.167	0.0127023118086781
CD247	1	0.307	-0.354	0.00150444810955838
CREG1	2	-0.308	0.408	0.000763224564101164
RCSD1	1	0.364	-0.384	0.000300996803815074
MPZL1	1	0.419	-0.172	0.0110969318414191
DCAF6	1	0.329	-0.267	0.00701518195360618
GPR161	2	-0.308	0.315	0.00484476729822517
SFT2D2	1	0.637	-0.559	3.3184547029261e-09
XCL2	1	0.241	-0.287	0.0120279564635818
XCL1	1	0.189	-0.238	0.0443682648362783
ATP1B1	1	0.377	-0.409	0.000189368442953129
F5	1	0.225	-0.232	0.0315565107173652
SELL	1	0.27	-0.258	0.0136616527597825
SELE	1	0.238	-0.204	0.0386253702333123
GORAB	1	0.279	-0.267	0.0128591673677797
PRRX1	1	0.346	-0.217	0.0123832806866472
FMO3	1	0.317	-0.251	0.0133172655316255
FMO4	2	-0.759	0.799	7.56009617407376e-18
METTL13	2	-0.461	0.625	5.64447615560131e-07
FASLG	1	0.288	-0.339	0.00270324582024625
TNFSF18	1	0.348	-0.273	0.00947011343721816
TNFSF4	1	0.291	-0.298	0.00523429029901718
CENPL	1	0.603	-0.37	5.16028149778009e-05
GAS5	2	-0.331	0.294	0.00314428342919444
SERPINC1	1	0.313	-0.362	0.00160048862653245
RC3H1	1	0.255	-0.239	0.0310425519964038
RABGAP1L	2	-0.377	0.444	0.000103137414485477
CACYBP	1	0.541	-0.152	0.0173019254601629
RASAL2	1	0.487	-0.384	6.50847107019493e-05
TOR3A	1	0.768	-0.508	4.44311969010562e-08
ABL2	1	0.833	-0.443	5.27321189977546e-06
SOAT1	1	0.521	-0.386	5.46538480379335e-05
TDRD5	2	-0.397	0.341	0.000366399458113536
FAM163A	1	0.308	-0.292	0.0047041222712223
TOR1AIP1	1	0.566	-0.321	0.000361753271480192
ACBD6	2	-0.3	0.62	0.000139588059946786
XPR1	1	0.655	-0.306	0.000635200330134743
STX6	1	0.378	-0.149	0.0395941768797224
MR1	1	0.79	-0.691	3.752549935e-12
IER5	1	0.413	-0.402	0.00040916419140489
TEDDM1	2	-0.299	0.35	0.00524602457149497
LAMC1	1	0.543	-0.404	4.97492268583088e-06
RGL1	1	0.335	-0.226	0.0160584991199542
COLGALT2	1	0.401	-0.437	4.37338166938138e-05
EDEM3	1	0.329	-0.149	0.0448217185939139
FAM129A	2	-0.525	0.558	6.11123835445238e-08
RNF2	2	-0.333	0.636	5.52518454273088e-05
TRMT1L	1	0.426	-0.159	0.0290122888906098
TPR	1	0.341	-0.249	0.00839874077264661
PTGS2	1	0.471	-0.447	3.38929688907935e-05
RGS18	1	0.323	-0.396	0.000416540205177459
UCHL5	1	0.302	-0.184	0.0302771910114377
GLRX2	1	0.795	-0.546	3.33056964751711e-09
B3GALT2	1	0.271	-0.303	0.00560179272824145
ASPM	1	0.445	-0.276	0.00224208244432123
PTPRC	1	0.267	-0.322	0.00419743879025927
NR5A2	1	0.425	-0.452	3.09353603928051e-05
KIF14	1	0.476	-0.334	0.000880057544816509
CAMSAP2	1	0.444	-0.182	0.011113818707612
LAD1	2	-0.286	0.531	0.00891421599255329
PHLDA3	2	-0.216	0.24	0.0322565318255125
CSRP1	2	-0.242	0.434	0.00292787012143683
RPS10P7	2	-0.365	0.644	6.02781642623264e-05
NAV1	2	-0.221	0.649	0.00221759586905114
IPO9	1	0.922	-0.437	3.13109999555257e-07
TIMM17A	1	0.586	-0.472	8.57978001014575e-07
RNPEP	2	-0.285	0.554	0.000509034855272883
PTPN7	1	0.271	-0.344	0.00248496758967495
LGR6	1	0.468	-0.37	0.000208706276300248
UBE2T	1	0.708	-0.253	0.00954884077323412
PPP1R12B	1	0.377	-0.227	0.0201956957574691
KDM5B	2	-0.496	0.938	4.11376805952485e-09
RABIF	1	0.576	-0.316	0.000106018720044945
KLHL12	1	0.601	-0.049	0.0286254572461169
CYB5R1	2	-0.054	0.463	0.0426356809708911
TMEM183A	2	-0.173	0.545	0.0042359572190156
FMOD	2	-0.207	0.245	0.0337577693190594
LAX1	1	0.201	-0.271	0.0215628826633558
ZC3H11A	1	0.456	-0.278	0.00207710863852677
ETNK2	2	-0.34	0.524	4.19887931800237e-05
PIK3C2B	1	0.317	-0.255	0.0083076896526581
LRRN2	1	0.283	-0.29	0.0227416183265135
TMEM81	1	0.481	-0.347	0.000387655978468595
DSTYK	1	0.479	-0.267	0.00126027896431569
NUAK2	1	0.376	-0.273	0.00308238741554945
CDK18	2	-0.232	0.313	0.0104532889113513
SLC45A3	1	0.522	-0.379	5.705285025385e-05
SLC41A1	1	0.617	-0.137	0.00615677377913216
SRGAP2	1	0.663	-0.616	9.25455864383604e-11
IKBKE	1	0.62	-0.165	0.0030625844809293
RASSF5	1	0.323	-0.378	0.000516859488473538
EIF2D	2	-0.47	0.842	3.66870307228029e-09
MAPKAPK2	2	-0.077	0.677	0.00598436425861547
IL10	1	0.225	-0.304	0.0106604145682683
IL24	1	0.26	-0.266	0.0170082411657821
CD34	1	0.188	-0.246	0.0405856562779882
TRAF3IP3	1	0.266	-0.329	0.0035081006214019
IRF6	2	-0.555	0.939	2.87907980746417e-06
SERTAD4	1	0.339	-0.241	0.0104325407014869
KCNH1	1	0.335	-0.275	0.016224259691016
TRAF5	1	0.443	-0.368	0.000372526512916701
NEK2	1	0.505	-0.2	0.00671419032206066
INTS7	1	0.627	-0.251	0.000372752007828877
DTL	1	0.505	-0.184	0.00657201680767335
SNORA16B	1	0.255	-0.258	0.0178367307725681
TMEM206	1	0.677	-0.487	4.00414141586213e-07
NENF	1	0.3	-0.182	0.0310921995381874
ATF3	1	0.546	-0.361	0.0013150372030961
BATF3	1	0.518	-0.578	1.71827194476751e-08
TATDN3	1	0.521	-0.345	0.000183826626182263
FLVCR1	1	0.612	-0.314	0.000130389864698048
CENPF	1	0.505	-0.309	0.00204422116087139
KCNK2	2	-0.328	0.491	0.000236966062667726
SPATA17	2	-0.095	0.57	0.0222011443189609
TGFB2	1	0.259	-0.19	0.0424409096293561
EPRS	1	0.56	-0.341	6.24500257474799e-05
BPNT1	1	0.454	-0.113	0.0297679933561808
RAB3GAP2	1	0.381	-0.22	0.0113886794816229
MARK1	1	0.403	-0.258	0.00762463397107279
MARC2	2	-0.592	0.914	5.88987036726667e-12
MARC1	2	-0.168	0.42	0.0300275248307008
DISP1	2	-0.604	0.871	4.88336897367198e-12
TLR5	2	-0.507	0.574	1.02373635498442e-06
CAPN2	1	0.739	-0.131	0.00247358914440095
FBXO28	1	0.506	-0.121	0.0124839878078272
DEGS1	2	-0.006	0.625	0.0268461461250415
CNIH4	1	0.74	-0.458	7.6646829335706e-06
CNIH3	1	0.444	-0.436	2.68930343176259e-05
LBR	1	0.69	-0.332	0.000209853309070698
SRP9	1	0.418	-0.132	0.0294024235236762
LEFTY1	1	0.248	-0.219	0.0419962170084006
ACBD3	1	0.454	-0.114	0.0216762714064694
PARP1	1	0.731	0.038	0.0321307719551986
ITPKB	2	-0.264	0.38	0.00277093601555787
SNAP47	2	-0.085	0.563	0.0268714918694329
WNT3A	2	-0.291	0.475	0.00339680743668506
GJC2	1	0.508	-0.435	0.000653133908192584
OBSCN	2	-0.246	0.231	0.0376111167812664
HIST3H2A	2	-0.222	0.408	0.0156367380852168
HIST3H2BB	1	0.387	-0.448	3.93665602376915e-05
TRIM17	2	-0.281	0.462	0.00454335074759394
RHOU	1	0.457	-0.402	0.000129242118956751
ACTA1	1	0.223	-0.258	0.0205315014639997
ABCB10	1	0.524	-0.376	8.99559660603666e-05
AGT	1	0.383	-0.35	0.000951550967541159
CAPN9	2	-0.328	0.734	0.00080494269470191
TTC13	1	0.506	-0.174	0.0100256169008602
FAM89A	2	-0.129	0.734	0.00376010155632613
TRIM67	1	0.329	-0.349	0.000874865027729881
EGLN1	1	0.406	-0.251	0.00374927210360982
DISC1	1	0.682	-0.339	0.000149152450589344
SIPA1L2	1	0.772	-0.71	1.08087047546183e-11
MAP10	1	0.527	-0.581	8.82351838923537e-09
KCNK1	1	0.598	-0.448	0.000112685869162692
SLC35F3	1	0.287	-0.304	0.0056626991251186
COA6	1	0.356	-0.267	0.00445099948345049
IRF2BP2	2	-0.47	0.895	9.48517667942578e-09
GGPS1	1	0.743	-0.381	5.9125562640383e-06
TBCE	1	0.835	-0.452	1.78060651185362e-06
B3GALNT2	1	0.459	-0.33	0.000670946700037924
GNG4	1	0.442	-0.201	0.00977377643857445
LYST	2	-0.153	0.307	0.0346395592052466
NID1	1	0.655	-0.461	1.74491784186364e-06
EDARADD	2	-0.322	0.499	0.000464486163795056
LGALS8	1	0.422	-0.18	0.0108924158937928
HEATR1	1	0.511	-0.148	0.00533283793692523
ZP4	2	-0.261	0.303	0.00898685223655606
CHRM3	1	0.214	-0.271	0.0174575354368196
FMN2	1	0.481	-0.22	0.0159007366763695
GREM2	1	0.249	-0.275	0.0106769087876095
KMO	1	0.266	-0.301	0.00742674060174526
OPN3	1	0.667	-0.511	7.98505659683239e-07
CHML	2	-0.273	0.494	0.00241163704519882
WDR64	2	-0.285	0.332	0.00356770081680651
MAP1LC3C	2	-0.468	0.519	2.70814755660015e-05
ADSS	2	-0.281	0.644	0.000178256323197387
DESI2	1	0.464	-0.207	0.00468056334102941
COX20	1	0.456	-0.235	0.00423449040034629
SMYD3	1	0.634	-0.476	2.34035844428649e-06
CNST	2	-0.114	0.445	0.0293306972993749
SCCPDH	1	0.464	-0.454	1.12877564114484e-05
ZNF496	2	-0.23	0.544	0.00149381574200543
OR2C3	2	-0.219	0.377	0.0163031416175799
OR1C1	2	-0.33	0.295	0.00257413333857944
OR2L2	2	-0.37	0.683	0.0150505750298881
OR2L8	2	-0.206	0.312	0.027403829950688
OR2T33	2	-0.214	0.291	0.0216406948293585
OR6F1	2	-0.303	0.353	0.00281786925500324
SH3BP5L	2	-0.143	0.461	0.0112707804738976
TRIM58	2	-0.443	0.344	8.21960540076929e-05
FAM110C	2	-0.314	0.284	0.00541509982304327
PXDN	1	0.987	-0.569	1.73415868505234e-07
ADI1	1	0.514	-0.245	0.00214958399029159
RPS7	2	-0.308	0.268	0.0065828974403703
SOX11	1	0.254	-0.348	0.00355737492629106
RNF144A	1	0.535	-0.4	7.67237009038448e-05
ID2	2	-0.575	0.619	1.71696666227151e-09
MBOAT2	1	0.577	-0.349	0.000250128714542142
ASAP2	1	0.421	-0.227	0.00651775519212211
ITGB1BP1	1	0.447	-0.118	0.0266403013330689
CPSF3	1	0.481	-0.187	0.0133497070486553
IAH1	1	0.792	-0.59	7.01707677284721e-12
ADAM17	1	0.466	-0.329	0.00223276965260835
YWHAQ	1	0.578	-0.203	0.00678437304585634
TAF1B	1	0.389	-0.193	0.0250450648254825
KLF11	2	-0.593	0.57	1.22311857139989e-08
RRM2	1	0.79	-0.549	1.09292283372342e-07
NOL10	1	0.687	-0.276	0.000843042905175373
ATP6V1C2	1	0.35	-0.358	0.000457518102328688
PDIA6	1	0.775	-0.222	0.000746247359621483
KCNF1	1	0.439	-0.18	0.0227626510850152
PQLC3	1	0.664	-0.389	4.38681098631263e-06
LPIN1	2	-0.606	0.675	4.37606664219765e-11
TRIB2	2	-0.459	0.649	2.5845717309917e-06
DDX1	1	0.458	-0.311	0.00197382448863667
MYCNOS	1	0.293	-0.383	0.0010826351128599
MYCN	1	0.355	-0.46	5.84498421650423e-05
FAM49A	1	0.338	-0.429	0.000150097050986917
RAD51AP2	1	0.361	-0.232	0.0119130785394586
SMC6	2	-0.287	0.46	0.0107453735480072
KCNS3	2	-0.555	0.467	1.29557642242517e-07
RDH14	1	0.748	-0.498	1.68533493237224e-06
MATN3	2	-0.359	0.3	0.00120829318664277
LAPTM4A	1	0.512	-0.214	0.00389207785254788
SDC1	1	0.47	-0.169	0.0188378235836091
RHOB	1	0.473	-0.376	6.49041537534656e-05
ATAD2B	1	0.263	-0.217	0.0407867231914378
MFSD2B	2	-0.199	0.286	0.0228642410951009
FKBP1B	2	-0.312	0.658	0.000268075696601632
FAM228A	1	0.369	-0.439	6.28423313735033e-05
CENPO	1	0.847	-0.302	1.32520074683559e-05
ADCY3	1	0.803	-0.459	1.22022908280494e-07
POMC	1	0.325	-0.34	0.00314429623625019
DNMT3A	1	0.625	-0.198	0.0053822249902306
RAB10	1	0.564	-0.475	1.02630559186027e-05
HADHB	1	0.635	-0.264	0.000702058374712842
EPT1	1	0.499	-0.324	0.0025056841444879
CENPA	1	0.599	-0.264	0.0019467601481618
SLC35F6	1	0.709	-0.476	5.53384969210049e-08
MAPRE3	2	-0.345	0.347	0.00106816922601501
TMEM214	1	0.56	-0.157	0.00457026214595793
AGBL5	2	-0.247	0.656	0.000240146015585956
KHK	2	-0.139	0.495	0.0112996848755308
ABHD1	2	-0.289	0.341	0.00500821496440649
PREB	1	0.613	-0.125	0.00555972312928604
SLC5A6	1	0.466	-0.085	0.0264369864622638
ATRAID	1	0.556	-0.195	0.00187769257480639
TRIM54	2	-0.148	0.323	0.0437885319275403
UCN	2	-0.267	0.368	0.00571666947288303
SNX17	2	-0.032	0.523	0.0374292148751588
ZNF513	1	0.652	-0.068	0.0116256184411809
IFT172	2	-0.267	0.546	0.000429488510863605
FNDC4	2	-0.192	0.54	0.0359771534592369
SLC4A1AP	1	0.519	-0.277	0.00113714368488605
RBKS	2	-0.414	0.518	1.10049929976582e-05
PLB1	2	-0.26	0.211	0.0301801746890768
FAM179A	1	0.243	-0.371	0.0030561647120152
WDR43	1	0.447	-0.26	0.00860458596961858
ALK	1	0.282	-0.398	0.000884696245240086
LCLAT1	1	0.477	-0.256	0.00400094015383747
CAPN13	1	0.328	-0.283	0.00856210604640363
GALNT14	1	0.74	-0.373	1.57161279277747e-05
DPY30	1	0.417	-0.291	0.00494750061563019
MEMO1	1	0.716	-0.461	1.1356445552876e-05
SPAST	1	0.564	-0.288	0.00330400319523156
SLC30A6	1	0.515	-0.351	0.000681608824018756
NLRC4	1	0.41	-0.398	0.000138930690994329
BIRC6	1	0.386	-0.235	0.00872218191521234
LINC00486	2	-0.373	0.311	0.000925385122554383
LTBP1	2	-0.502	0.542	1.88764114521487e-07
TTC27	1	0.419	-0.136	0.0339236223674348
RASGRP3	1	0.395	-0.128	0.0326909037317843
FAM98A	1	0.759	-0.487	8.56400544767459e-08
FEZ2	2	-0.176	0.368	0.0200666026434547
GPATCH11	1	0.357	-0.294	0.00541740428676758
EIF2AK2	1	0.323	-0.191	0.0338079808323847
CEBPZ	1	0.334	-0.214	0.0364271229807216
HNRNPLL	1	0.342	-0.3	0.00443430575069499
GALM	2	-0.429	0.594	9.00863072455096e-05
GEMIN6	1	0.471	-0.22	0.00488175171429839
SRSF7	1	0.328	-0.313	0.00366099919708539
SOS1	1	0.476	-0.373	0.000149809749878667
MAP4K3	1	0.484	-0.393	0.000439612741403536
TMEM178A	1	0.678	-0.381	0.0010371790673469
THUMPD2	1	0.376	-0.324	0.00290686761191767
SLC8A1	1	0.212	-0.221	0.0397954623974788
COX7A2L	2	-0.563	0.606	1.66442429585136e-09
OXER1	2	-0.218	0.629	0.00493167024614953
THADA	1	0.769	-0.134	0.00113468213162168
ZFP36L2	1	0.607	-0.362	0.000114368031165375
PPM1B	2	-0.217	0.294	0.0298225641962699
SLC3A1	2	-0.342	0.303	0.00169936710711572
PRKCE	1	0.495	-0.268	0.000943081412551987
EPAS1	1	0.299	-0.272	0.00863299885035161
RHOQ	1	0.394	-0.319	0.00233726537693035
PIGF	1	0.781	-0.418	4.57790151616753e-06
TTC7A	1	0.212	-0.296	0.0157982373354416
CALM2	1	0.666	-0.588	5.04269885149167e-08
EPCAM	2	-0.234	0.176	0.0481982424244504
CHAC2	1	0.499	-0.355	0.00437036786985355
GPR75	1	0.19	-0.266	0.0308300163320805
PSME4	1	0.646	-0.588	7.3890457698594e-09
SPTBN1	1	0.8	-0.452	6.09311321105736e-07
CLHC1	1	0.26	-0.264	0.0200890123561429
RPS27A	2	-0.493	0.47	3.1169693742647e-06
SMEK2	1	0.346	-0.279	0.00939892556077863
VRK2	1	0.333	-0.372	0.00187942451654138
BCL11A	2	-0.503	0.486	8.60578126514215e-07
AHSA2	1	0.306	-0.333	0.0027028462201819
USP34	1	0.372	-0.319	0.0019231260018019
XPO1	1	0.389	-0.362	0.00118563733611668
FAM161A	2	-0.207	0.276	0.032723944537515
TMEM17	2	-0.238	0.398	0.00904243951713656
WDPCP	2	-0.359	0.42	0.00055426162341627
MDH1	1	0.599	-0.51	3.65832991929873e-06
PELI1	1	0.294	-0.371	0.00165098903118935
SLC1A4	1	0.422	-0.443	2.11193021019405e-05
CEP68	2	-0.278	0.561	0.00100521397833519
RAB1A	1	0.471	-0.405	0.000211396099257769
ACTR2	1	0.407	-0.311	0.00278463329747362
MEIS1	2	-0.382	0.408	0.000131782655687239
PPP3R1	1	0.331	-0.247	0.0160743601979696
PNO1	1	0.473	-0.266	0.00485686469350075
CNRIP1	2	-0.274	0.433	0.00153377179705711
PLEK	1	0.262	-0.311	0.00599190440652006
ARHGAP25	1	0.27	-0.318	0.00492306618080626
GFPT1	1	0.557	-0.537	1.14864366101671e-07
NFU1	1	0.636	-0.622	1.29586254971938e-10
AAK1	1	0.473	-0.477	2.95817012432737e-06
ANXA4	1	0.587	-0.645	1.86095864265419e-09
GMCL1	1	0.323	-0.294	0.00644963057138659
MXD1	2	-0.235	0.278	0.0216773021104687
ASPRV1	2	-0.389	0.271	0.00174467188309412
TIA1	1	0.213	-0.245	0.0395443649304104
SNRPG	1	0.616	-0.533	1.78576582091176e-08
TGFA	1	0.311	-0.362	0.0011576205446453
ANKRD53	2	-0.375	0.611	1.85581967781433e-05
MCEE	1	0.443	-0.487	1.71046079016954e-05
PAIP2B	2	-0.517	0.575	5.09468045955228e-07
ZNF638	1	0.302	-0.38	0.00228732290013092
DYSF	1	1.125	-0.597	0.0052653811791423
EMX1	1	0.271	-0.326	0.00501002782523252
SFXN5	1	0.696	-0.636	8.16310030874481e-11
RAB11FIP5	2	-0.13	0.331	0.0432637824910498
SMYD5	2	-0.291	0.692	7.07772174505134e-05
CCT7	1	0.692	-0.234	0.000357694547995091
NAT8	2	-0.334	0.22	0.0107318237581191
BOLA3	1	0.37	-0.292	0.00347380096476716
MOB1A	1	0.254	-0.215	0.0449792272463944
MTHFD2	1	0.322	-0.288	0.0110628605051916
SLC4A5	1	0.314	-0.24	0.0137437328076166
RTKN	2	-0.178	0.476	0.00581254363536612
INO80B	2	-0.142	0.355	0.0463305545994995
CCDC142	2	-0.1	0.479	0.0404346851272826
LBX2	2	-0.141	0.385	0.0383117079772092
DQX1	1	0.37	-0.219	0.0124019338457395
AUP1	1	0.614	-0.308	6.47732668419581e-05
LOXL3	1	0.326	-0.293	0.00408398439258934
DOK1	1	0.385	-0.232	0.00537813897012733
SEMA4F	2	-0.35	0.617	2.05572693081584e-05
REG3G	1	0.193	-0.253	0.0327215993127754
SUCLG1	2	-0.291	0.379	0.00589848632981164
DNAH6	2	-0.413	0.371	0.000136461019068169
TRABD2A	2	-0.571	0.826	1.21998358151794e-08
KCMF1	1	0.39	-0.208	0.0134946747851036
TCF7L1	2	-0.145	0.419	0.0212672060702537
TGOLN2	2	-0.338	0.4	0.00042931598897465
GGCX	1	0.506	-0.084	0.0297704283420903
VAMP8	2	-0.422	0.303	0.000472269708207713
TMEM150A	2	-0.43	0.621	2.70110562506906e-07
ST3GAL5	1	0.369	-0.441	9.41571894822603e-05
IMMT	1	0.697	-0.512	6.5235300181126e-08
MRPL35	1	0.594	-0.559	2.34456156467804e-08
REEP1	1	0.538	-0.613	8.06391662257551e-09
RMND5A	2	-0.337	0.433	0.000642068319123759
CD8A	1	0.306	-0.385	0.000751651145819981
CD8B	1	0.292	-0.368	0.00133570264283509
LINC00152	1	0.561	-0.591	3.01665927891684e-08
THNSL2	2	-0.287	0.351	0.00444636148646579
EIF2AK3	1	0.277	-0.285	0.0154332394345014
ANKRD36BP2	1	0.222	-0.277	0.0167448947535576
MRPS5	1	0.626	-0.335	2.59093362447425e-05
ZNF514	2	-0.292	0.27	0.0109481954574509
PROM2	2	-0.29	0.359	0.00474228555739173
KCNIP3	1	0.453	-0.295	0.000983516270159548
FAHD2A	2	-0.436	0.594	8.45789800213766e-07
FAHD2CP	2	-0.473	0.517	2.63443573242481e-06
ADRA2B	1	0.543	-0.331	0.00197477952504064
DUSP2	1	0.371	-0.322	0.0017938325658541
STARD7	1	0.523	-0.525	1.8022743809777e-07
CIAO1	1	0.485	-0.206	0.00294767771432384
NCAPH	1	0.527	-0.524	1.90500022847189e-07
NEURL3	1	0.172	-0.252	0.0470392142463431
ARID5A	1	0.354	-0.312	0.00284431852770134
KANSL3	2	-0.199	0.337	0.0174852894404873
LMAN2L	2	-0.479	0.695	6.62724066389849e-08
ANKRD23	2	-0.422	0.475	5.93811597046108e-05
ANKRD39	2	-0.341	0.678	5.5082172382358e-05
FAM178B	2	-0.261	0.22	0.0229429059588637
FAHD2B	2	-0.427	0.564	4.42545369234362e-06
ZAP70	1	0.299	-0.336	0.00245049632045784
TMEM131	1	0.394	-0.422	0.000123690992259686
INPP4A	1	0.308	-0.346	0.00292243476381023
UNC50	1	0.446	-0.478	9.17559537624777e-06
MGAT4A	1	0.224	-0.279	0.0201305914586851
MITD1	1	0.238	-0.236	0.0353758896357168
LYG1	1	0.288	-0.384	0.00143689716006195
TXNDC9	1	0.273	-0.376	0.00332549185002508
AFF3	2	-0.502	0.438	4.29204336521465e-06
CHST10	2	-0.264	0.431	0.00225798871130875
RPL31	2	-0.401	0.361	0.000341305300381236
RNF149	1	0.584	-0.598	2.64794864894018e-09
IL1R2	1	0.4	-0.429	0.000106127203028963
IL1RL2	1	0.193	-0.309	0.0194799480408308
MFSD9	1	0.331	-0.142	0.0481735763561651
FHL2	2	-0.454	0.467	9.1637466472787e-06
NCK2	2	-0.321	0.515	0.000177969053379747
UXS1	2	-0.206	0.348	0.0190473448168704
SULT1C4	2	-0.384	0.646	0.000113493373210605
SH3RF3	1	0.308	-0.393	0.00177734685277273
SEPT10	1	0.34	-0.416	0.000689188539896051
SOWAHC	1	0.285	-0.259	0.0180949211709402
BUB1	1	0.346	-0.396	0.000531130685443387
NPHP1	2	-0.382	0.415	0.000280023466691263
BCL2L11	1	0.256	-0.32	0.00768943523533434
TMEM87B	1	0.46	-0.53	1.78204944522892e-06
TTL	1	0.516	-0.648	4.52084467912207e-09
POLR1B	2	-0.307	0.397	0.00156328339039022
CKAP2L	1	0.273	-0.282	0.0125728222027718
IL1B	1	0.332	-0.413	0.000330978611470005
PSD4	2	-0.289	0.241	0.0139031989084855
PAX8	2	-0.22	0.379	0.0338870593064249
RABL2A	2	-0.633	0.741	2.44048006264069e-12
WASH2P	2	-0.242	0.33	0.0116828895947234
SLC35F5	1	0.239	-0.327	0.00875103358774446
ACTR3	1	0.412	-0.519	1.03831222791377e-05
DPP10	2	-0.345	0.258	0.00417730295669181
DDX18	1	0.239	-0.24	0.0386480233377884
STEAP3	1	0.546	-0.572	2.35866387412747e-08
TMEM37	1	0.364	-0.225	0.0111536946346515
SCTR	1	0.228	-0.209	0.0494776476304829
TMEM177	2	-0.304	0.432	0.000799393540205965
TMEM185B	1	0.459	-0.187	0.00712015087725274
RALB	1	0.489	-0.364	4.93495588543039e-05
INHBB	1	0.323	-0.388	0.000793382987012209
GLI2	1	0.602	-0.607	6.3369997022664e-10
TFCP2L1	1	0.248	-0.347	0.00493164415183522
GYPC	2	-0.392	0.43	0.000138519012795324
BIN1	1	0.512	-0.369	0.000119140276868908
CYP27C1	2	-0.491	0.76	6.6799108635541e-06
MAP3K2	1	0.185	-0.269	0.0438267072334097
PROC	1	0.247	-0.23	0.0300683759422014
MYO7B	2	-0.213	0.234	0.0392567359563348
LIMS2	2	-0.623	0.84	2.92769266485024e-09
GPR17	2	-0.381	0.392	0.000201352186081296
POLR2D	1	0.42	-0.316	0.000581287305356581
UGGT1	1	0.353	-0.28	0.00448336379764792
RAB6C	1	0.323	-0.465	0.000275225677313182
CCDC115	2	-0.711	0.775	5.08023575591041e-15
MZT2B	2	-0.249	0.369	0.00637349451569738
SMPD4	2	-0.232	0.536	0.00107675327757063
ARHGEF4	1	0.232	-0.277	0.0178673529837384
PLEKHB2	1	0.329	-0.334	0.00204761800329021
MZT2A	2	-0.213	0.358	0.0144648588534243
TUBA3D	2	-0.281	0.231	0.018780968226308
CCDC74A	1	0.31	-0.334	0.0021483955894089
NCKAP5	2	-0.56	0.887	1.28946317813833e-06
MGAT5	1	0.341	-0.32	0.00187518171101248
TMEM163	1	0.202	-0.224	0.04419268079627
R3HDM1	1	0.372	-0.444	0.000136891874552061
UBXN4	1	0.288	-0.378	0.00227678735230412
MCM6	1	0.526	-0.535	2.89572435427412e-07
CXCR4	1	0.302	-0.168	0.0365480721232585
HNMT	2	-0.659	0.765	1.26698041751475e-11
KYNU	2	-0.304	0.239	0.00989386786452681
MBD5	1	0.553	-0.663	1.00524651612424e-09
LYPD6B	1	0.42	-0.284	0.00409977964251064
RND3	2	-0.236	0.239	0.0257767868133297
RBM43	2	-0.31	0.342	0.00427167822734119
CACNB4	1	0.352	-0.422	0.000183000101800397
STAM2	1	0.299	-0.379	0.00199667142072843
FMNL2	2	-0.274	0.297	0.0222324438717893
GPD2	1	0.335	-0.367	0.00237293894572216
CYTIP	1	0.249	-0.277	0.0125624669355224
CCDC148	2	-0.313	0.295	0.00490468718695914
PKP4	2	-0.337	0.363	0.00160683227245296
WDSUB1	2	-0.302	0.321	0.00504677713262331
MARCH7	1	0.407	-0.472	3.26923738390302e-05
PLA2R1	1	0.216	-0.352	0.00803260454143789
RBMS1	1	0.428	-0.495	7.65117195629408e-06
PSMD14	1	0.406	-0.51	1.29508790972741e-05
FAP	2	-0.333	0.268	0.0042341911308846
GCA	2	-0.542	0.511	2.3539612067365e-07
